training_seed,scenario_id,condition,task,simulator_seed,initial_state_pair_key,object_point_identity_key,occlusion_start_step,occlusion_duration_steps,control_hz,split
2,pb_bowl_s2_002,E10,bowl_on_plate,1422372129,pb_bowl_s2_002_state,pb_bowl_s2_002_points128,30,5,20,test
2,pb_bowl_s2_003,E00,bowl_on_plate,2382148218,pb_bowl_s2_003_state,pb_bowl_s2_003_points128,,0,20,test
2,pb_bowl_s2_003,E10,bowl_on_plate,2382148218,pb_bowl_s2_003_state,pb_bowl_s2_003_points128,35,10,20,test
2,pb_bowl_s2_004,E00,bowl_on_plate,3718814523,pb_bowl_s2_004_state,pb_bowl_s2_004_points128,,0,20,test
2,pb_bowl_s2_004,E10,bowl_on_plate,3718814523,pb_bowl_s2_004_state,pb_bowl_s2_004_points128,20,5,20,test
2,pb_bowl_s2_005,E00,bowl_on_plate,865422680,pb_bowl_s2_005_state,pb_bowl_s2_005_points128,,0,20,test
2,pb_bowl_s2_005,E10,bowl_on_plate,865422680,pb_bowl_s2_005_state,pb_bowl_s2_005_points128,25,10,20,test
2,pb_bowl_s2_006,E00,bowl_on_plate,903236085,pb_bowl_s2_006_state,pb_bowl_s2_006_points128,,0,20,test
2,pb_bowl_s2_006,E10,bowl_on_plate,903236085,pb_bowl_s2_006_state,pb_bowl_s2_006_points128,30,5,20,test
2,pb_bowl_s2_007,E00,bowl_on_plate,1369950908,pb_bowl_s2_007_state,pb_bowl_s2_007_points128,,0,20,test
2,pb_bowl_s2_007,E10,bowl_on_plate,1369950908,pb_bowl_s2_007_state,pb_bowl_s2_007_points128,35,10,20,test
2,pb_bowl_s2_008,E00,bowl_on_plate,39981826,pb_bowl_s2_008_state,pb_bowl_s2_008_points128,,0,20,test
2,pb_bowl_s2_008,E10,bowl_on_plate,39981826,pb_bowl_s2_008_state,pb_bowl_s2_008_points128,20,5,20,test
2,pb_bowl_s2_009,E00,bowl_on_plate,3484242333,pb_bowl_s2_009_state,pb_bowl_s2_009_points128,,0,20,test
2,pb_bowl_s2_009,E10,bowl_on_plate,3484242333,pb_bowl_s2_009_state,pb_bowl_s2_009_points128,25,10,20,test
2,pb_bowl_s2_010,E00,bowl_on_plate,4014472081,pb_bowl_s2_010_state,pb_bowl_s2_010_points128,,0,20,test
2,pb_bowl_s2_010,E10,bowl_on_plate,4014472081,pb_bowl_s2_010_state,pb_bowl_s2_010_points128,30,5,20,test
2,pb_bowl_s2_011,E00,bowl_on_plate,1389952086,pb_bowl_s2_011_state,pb_bowl_s2_011_points128,,0,20,test
2,pb_bowl_s2_011,E10,bowl_on_plate,1389952086,pb_bowl_s2_011_state,pb_bowl_s2_011_points128,35,10,20,test
2,pb_bowl_s2_012,E00,bowl_on_plate,3802125479,pb_bowl_s2_012_state,pb_bowl_s2_012_points128,,0,20,test
2,pb_bowl_s2_012,E10,bowl_on_plate,3802125479,pb_bowl_s2_012_state,pb_bowl_s2_012_points128,20,5,20,test
2,pb_bowl_s2_013,E00,bowl_on_plate,403139035,pb_bowl_s2_013_state,pb_bowl_s2_013_points128,,0,20,test
2,pb_bowl_s2_013,E10,bowl_on_plate,403139035,pb_bowl_s2_013_state,pb_bowl_s2_013_points128,25,10,20,test
2,pb_bowl_s2_014,E00,bowl_on_plate,4010946951,pb_bowl_s2_014_state,pb_bowl_s2_014_points128,,0,20,test
2,pb_bowl_s2_014,E10,bowl_on_plate,4010946951,pb_bowl_s2_014_state,pb_bowl_s2_014_points128,30,5,20,test
2,pb_bowl_s2_015,E00,bowl_on_plate,3578901957,pb_bowl_s2_015_state,pb_bowl_s2_015_points128,,0,20,test
2,pb_bowl_s2_015,E10,bowl_on_plate,3578901957,pb_bowl_s2_015_state,pb_bowl_s2_015_points128,35,10,20,test
2,pb_bowl_s2_016,E00,bowl_on_plate,2780677952,pb_bowl_s2_016_state,pb_bowl_s2_016_points128,,0,20,test
2,pb_bowl_s2_016,E10,bowl_on_plate,2780677952,pb_bowl_s2_016_state,pb_bowl_s2_016_points128,20,5,20,test
2,pb_bowl_s2_017,E00,bowl_on_plate,1733705912,pb_bowl_s2_017_state,pb_bowl_s2_017_points128,,0,20,test
2,pb_bowl_s2_017,E10,bowl_on_plate,1733705912,pb_bowl_s2_017_state,pb_bowl_s2_017_points128,25,10,20,test
2,pb_bowl_s2_018,E00,bowl_on_plate,2089959872,pb_bowl_s2_018_state,pb_bowl_s2_018_points128,,0,20,test
2,pb_bowl_s2_018,E10,bowl_on_plate,2089959872,pb_bowl_s2_018_state,pb_bowl_s2_018_points128,30,5,20,test
2,pb_bowl_s2_019,E00,bowl_on_plate,2136116591,pb_bowl_s2_019_state,pb_bowl_s2_019_points128,,0,20,test
2,pb_bowl_s2_019,E10,bowl_on_plate,2136116591,pb_bowl_s2_019_state,pb_bowl_s2_019_points128,35,10,20,test
2,pb_bowl_s2_020,E00,bowl_on_plate,1660552638,pb_bowl_s2_020_state,pb_bowl_s2_020_points128,,0,20,test
2,pb_bowl_s2_020,E10,bowl_on_plate,1660552638,pb_bowl_s2_020_state,pb_bowl_s2_020_points128,20,5,20,test
2,pb_bowl_s2_021,E00,bowl_on_plate,989431946,pb_bowl_s2_021_state,pb_bowl_s2_021_points128,,0,20,test
2,pb_bowl_s2_021,E10,bowl_on_plate,989431946,pb_bowl_s2_021_state,pb_bowl_s2_021_points128,25,10,20,test
2,pb_bowl_s2_022,E00,bowl_on_plate,1421429937,pb_bowl_s2_022_state,pb_bowl_s2_022_points128,,0,20,test
2,pb_bowl_s2_022,E10,bowl_on_plate,1421429937,pb_bowl_s2_022_state,pb_bowl_s2_022_points128,30,5,20,test
2,pb_bowl_s2_023,E00,bowl_on_plate,4264098141,pb_bowl_s2_023_state,pb_bowl_s2_023_points128,,0,20,test
2,pb_bowl_s2_023,E10,bowl_on_plate,4264098141,pb_bowl_s2_023_state,pb_bowl_s2_023_points128,35,10,20,test
2,pb_bowl_s2_024,E00,bowl_on_plate,2733780158,pb_bowl_s2_024_state,pb_bowl_s2_024_points128,,0,20,test
2,pb_bowl_s2_024,E10,bowl_on_plate,2733780158,pb_bowl_s2_024_state,pb_bowl_s2_024_points128,20,5,20,test
2,pb_bowl_s2_025,E00,bowl_on_plate,3525535021,pb_bowl_s2_025_state,pb_bowl_s2_025_points128,,0,20,test
2,pb_bowl_s2_025,E10,bowl_on_plate,3525535021,pb_bowl_s2_025_state,pb_bowl_s2_025_points128,25,10,20,test
2,pb_bowl_s2_026,E00,bowl_on_plate,3005895562,pb_bowl_s2_026_state,pb_bowl_s2_026_points128,,0,20,test
2,pb_bowl_s2_026,E10,bowl_on_plate,3005895562,pb_bowl_s2_026_state,pb_bowl_s2_026_points128,30,5,20,test
2,pb_bowl_s2_027,E00,bowl_on_plate,4169200129,pb_bowl_s2_027_state,pb_bowl_s2_027_points128,,0,20,test
2,pb_bowl_s2_027,E10,bowl_on_plate,4169200129,pb_bowl_s2_027_state,pb_bowl_s2_027_points128,35,10,20,test
2,pb_bowl_s2_028,E00,bowl_on_plate,1777534497,pb_bowl_s2_028_state,pb_bowl_s2_028_points128,,0,20,test
2,pb_bowl_s2_028,E10,bowl_on_plate,1777534497,pb_bowl_s2_028_state,pb_bowl_s2_028_points128,20,5,20,test
2,pb_bowl_s2_029,E00,bowl_on_plate,4195666296,pb_bowl_s2_029_state,pb_bowl_s2_029_points128,,0,20,test
2,pb_bowl_s2_029,E10,bowl_on_plate,4195666296,pb_bowl_s2_029_state,pb_bowl_s2_029_points128,25,10,20,test
2,pb_bowl_s2_030,E00,bowl_on_plate,1541773606,pb_bowl_s2_030_state,pb_bowl_s2_030_points128,,0,20,test
2,pb_bowl_s2_030,E10,bowl_on_plate,1541773606,pb_bowl_s2_030_state,pb_bowl_s2_030_points128,30,5,20,test
2,pb_bowl_s2_031,E00,bowl_on_plate,528303903,pb_bowl_s2_031_state,pb_bowl_s2_031_points128,,0,20,test
2,pb_bowl_s2_031,E10,bowl_on_plate,528303903,pb_bowl_s2_031_state,pb_bowl_s2_031_points128,35,10,20,test
2,pb_bowl_s2_032,E00,bowl_on_plate,2991227108,pb_bowl_s2_032_state,pb_bowl_s2_032_points128,,0,20,test
2,pb_bowl_s2_032,E10,bowl_on_plate,2991227108,pb_bowl_s2_032_state,pb_bowl_s2_032_points128,20,5,20,test
2,pb_bowl_s2_033,E00,bowl_on_plate,1091336050,pb_bowl_s2_033_state,pb_bowl_s2_033_points128,,0,20,test
2,pb_bowl_s2_033,E10,bowl_on_plate,1091336050,pb_bowl_s2_033_state,pb_bowl_s2_033_points128,25,10,20,test
2,pb_bowl_s2_034,E00,bowl_on_plate,91379267,pb_bowl_s2_034_state,pb_bowl_s2_034_points128,,0,20,test
2,pb_bowl_s2_034,E10,bowl_on_plate,91379267,pb_bowl_s2_034_state,pb_bowl_s2_034_points128,30,5,20,test
2,pb_bowl_s2_035,E00,bowl_on_plate,671014302,pb_bowl_s2_035_state,pb_bowl_s2_035_points128,,0,20,test
2,pb_bowl_s2_035,E10,bowl_on_plate,671014302,pb_bowl_s2_035_state,pb_bowl_s2_035_points128,35,10,20,test
2,pb_bowl_s2_036,E00,bowl_on_plate,1480352834,pb_bowl_s2_036_state,pb_bowl_s2_036_points128,,0,20,test
2,pb_bowl_s2_036,E10,bowl_on_plate,1480352834,pb_bowl_s2_036_state,pb_bowl_s2_036_points128,20,5,20,test
2,pb_bowl_s2_037,E00,bowl_on_plate,551660051,pb_bowl_s2_037_state,pb_bowl_s2_037_points128,,0,20,test
2,pb_bowl_s2_037,E10,bowl_on_plate,551660051,pb_bowl_s2_037_state,pb_bowl_s2_037_points128,25,10,20,test
2,pb_bowl_s2_038,E00,bowl_on_plate,2621545562,pb_bowl_s2_038_state,pb_bowl_s2_038_points128,,0,20,test
2,pb_bowl_s2_038,E10,bowl_on_plate,2621545562,pb_bowl_s2_038_state,pb_bowl_s2_038_points128,30,5,20,test
2,pb_bowl_s2_039,E00,bowl_on_plate,3647335702,pb_bowl_s2_039_state,pb_bowl_s2_039_points128,,0,20,test
2,pb_bowl_s2_039,E10,bowl_on_plate,3647335702,pb_bowl_s2_039_state,pb_bowl_s2_039_points128,35,10,20,test
2,pb_bowl_s2_040,E00,bowl_on_plate,248410066,pb_bowl_s2_040_state,pb_bowl_s2_040_points128,,0,20,test
2,pb_bowl_s2_040,E10,bowl_on_plate,248410066,pb_bowl_s2_040_state,pb_bowl_s2_040_points128,20,5,20,test
2,pb_bowl_s2_041,E00,bowl_on_plate,2604497432,pb_bowl_s2_041_state,pb_bowl_s2_041_points128,,0,20,test
2,pb_bowl_s2_041,E10,bowl_on_plate,2604497432,pb_bowl_s2_041_state,pb_bowl_s2_041_points128,25,10,20,test
2,pb_bowl_s2_042,E00,bowl_on_plate,2280418378,pb_bowl_s2_042_state,pb_bowl_s2_042_points128,,0,20,test
2,pb_bowl_s2_042,E10,bowl_on_plate,2280418378,pb_bowl_s2_042_state,pb_bowl_s2_042_points128,30,5,20,test
2,pb_bowl_s2_043,E00,bowl_on_plate,1878571516,pb_bowl_s2_043_state,pb_bowl_s2_043_points128,,0,20,test
2,pb_bowl_s2_043,E10,bowl_on_plate,1878571516,pb_bowl_s2_043_state,pb_bowl_s2_043_points128,35,10,20,test
2,pb_bowl_s2_044,E00,bowl_on_plate,272111241,pb_bowl_s2_044_state,pb_bowl_s2_044_points128,,0,20,test
2,pb_bowl_s2_044,E10,bowl_on_plate,272111241,pb_bowl_s2_044_state,pb_bowl_s2_044_points128,20,5,20,test
2,pb_bowl_s2_045,E00,bowl_on_plate,197845859,pb_bowl_s2_045_state,pb_bowl_s2_045_points128,,0,20,test
2,pb_bowl_s2_045,E10,bowl_on_plate,197845859,pb_bowl_s2_045_state,pb_bowl_s2_045_points128,25,10,20,test
2,pb_bowl_s2_046,E00,bowl_on_plate,2347200000,pb_bowl_s2_046_state,pb_bowl_s2_046_points128,,0,20,test
2,pb_bowl_s2_046,E10,bowl_on_plate,2347200000,pb_bowl_s2_046_state,pb_bowl_s2_046_points128,30,5,20,test
2,pb_bowl_s2_047,E00,bowl_on_plate,2104737360,pb_bowl_s2_047_state,pb_bowl_s2_047_points128,,0,20,test
2,pb_bowl_s2_047,E10,bowl_on_plate,2104737360,pb_bowl_s2_047_state,pb_bowl_s2_047_points128,35,10,20,test
2,pb_bowl_s2_048,E00,bowl_on_plate,1097382603,pb_bowl_s2_048_state,pb_bowl_s2_048_points128,,0,20,test
2,pb_bowl_s2_048,E10,bowl_on_plate,1097382603,pb_bowl_s2_048_state,pb_bowl_s2_048_points128,20,5,20,test
2,pb_bowl_s2_049,E00,bowl_on_plate,551477532,pb_bowl_s2_049_state,pb_bowl_s2_049_points128,,0,20,test
2,pb_bowl_s2_049,E10,bowl_on_plate,551477532,pb_bowl_s2_049_state,pb_bowl_s2_049_points128,25,10,20,test
