layout,task,demo_index,demo_key,steps,success_criterion,source_pkl
2,bowl_on_plate,72,demo_72,188,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,73,demo_73,198,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,75,demo_75,197,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,79,demo_79,193,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,87,demo_87,194,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,92,demo_92,191,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,111,demo_111,200,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,116,demo_116,190,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,118,demo_118,195,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,122,demo_122,196,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,141,demo_141,198,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,153,demo_153,190,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,159,demo_159,197,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,165,demo_165,190,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,172,demo_172,189,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,176,demo_176,192,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,183,demo_183,206,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,190,demo_190,186,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,210,demo_210,191,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,214,demo_214,205,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,217,demo_217,206,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,221,demo_221,190,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,227,demo_227,187,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,231,demo_231,187,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,234,demo_234,194,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,236,demo_236,195,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,240,demo_240,193,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,242,demo_242,192,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,252,demo_252,201,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,254,demo_254,197,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,255,demo_255,187,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,256,demo_256,192,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,274,demo_274,206,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,275,demo_275,190,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,287,demo_287,193,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,288,demo_288,193,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
2,bowl_on_plate,298,demo_298,192,saved_final_success_or_saved_final_action_success,bowl_on_plate_2.pkl
3,bowl_on_plate,0,demo_0,188,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,3,demo_3,199,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,5,demo_5,173,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,6,demo_6,202,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,10,demo_10,191,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,20,demo_20,212,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,22,demo_22,173,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,26,demo_26,217,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,27,demo_27,227,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,30,demo_30,189,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,32,demo_32,180,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,34,demo_34,217,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,36,demo_36,200,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,38,demo_38,202,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,41,demo_41,173,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,50,demo_50,235,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,52,demo_52,202,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,53,demo_53,221,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,54,demo_54,228,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,56,demo_56,206,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,57,demo_57,229,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,58,demo_58,173,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,59,demo_59,227,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,60,demo_60,177,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,61,demo_61,218,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,67,demo_67,212,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,70,demo_70,181,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,71,demo_71,173,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,73,demo_73,177,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,79,demo_79,183,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,80,demo_80,217,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,83,demo_83,217,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,89,demo_89,185,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,90,demo_90,190,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,94,demo_94,175,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,97,demo_97,190,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,102,demo_102,223,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,103,demo_103,199,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,105,demo_105,211,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,109,demo_109,233,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,110,demo_110,173,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,112,demo_112,220,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,114,demo_114,198,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,116,demo_116,210,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,119,demo_119,227,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,120,demo_120,202,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,121,demo_121,225,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,124,demo_124,171,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,125,demo_125,217,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,127,demo_127,177,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,129,demo_129,233,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,131,demo_131,173,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,132,demo_132,173,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,133,demo_133,183,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,134,demo_134,233,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,136,demo_136,182,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,144,demo_144,229,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,150,demo_150,233,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,154,demo_154,181,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,155,demo_155,239,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,156,demo_156,183,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,159,demo_159,199,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,163,demo_163,233,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,164,demo_164,194,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,165,demo_165,202,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,171,demo_171,208,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,172,demo_172,204,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,174,demo_174,173,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,175,demo_175,202,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,181,demo_181,213,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,182,demo_182,213,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,183,demo_183,217,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,184,demo_184,226,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,187,demo_187,194,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,193,demo_193,204,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,194,demo_194,227,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,197,demo_197,213,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,201,demo_201,218,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,206,demo_206,182,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,209,demo_209,229,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,212,demo_212,204,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,219,demo_219,218,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,222,demo_222,202,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,223,demo_223,233,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,226,demo_226,179,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,229,demo_229,227,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,232,demo_232,214,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,237,demo_237,202,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,238,demo_238,213,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,239,demo_239,210,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,242,demo_242,217,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,243,demo_243,223,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,244,demo_244,222,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,246,demo_246,173,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,247,demo_247,216,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,249,demo_249,223,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,250,demo_250,173,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,252,demo_252,227,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,253,demo_253,238,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,255,demo_255,192,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,258,demo_258,207,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,262,demo_262,212,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,263,demo_263,197,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,265,demo_265,173,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,266,demo_266,218,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,274,demo_274,209,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,276,demo_276,174,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,278,demo_278,185,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,280,demo_280,217,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,285,demo_285,207,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,290,demo_290,233,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,292,demo_292,202,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,294,demo_294,173,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
3,bowl_on_plate,297,demo_297,173,saved_final_success_or_saved_final_action_success,bowl_on_plate_3.pkl
4,bowl_on_plate,0,demo_0,177,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,1,demo_1,197,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,2,demo_2,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,5,demo_5,191,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,6,demo_6,170,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,7,demo_7,189,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,8,demo_8,197,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,10,demo_10,194,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,11,demo_11,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,12,demo_12,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,13,demo_13,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,14,demo_14,183,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,15,demo_15,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,16,demo_16,177,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,17,demo_17,177,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,18,demo_18,177,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,19,demo_19,175,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,20,demo_20,187,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,21,demo_21,193,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,22,demo_22,197,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,23,demo_23,189,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,24,demo_24,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,25,demo_25,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,26,demo_26,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,27,demo_27,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,28,demo_28,200,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,29,demo_29,197,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,30,demo_30,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,31,demo_31,189,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,32,demo_32,191,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,33,demo_33,190,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,34,demo_34,197,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,35,demo_35,169,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,36,demo_36,197,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,37,demo_37,191,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,38,demo_38,192,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,39,demo_39,177,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,40,demo_40,183,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,41,demo_41,193,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,42,demo_42,189,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,43,demo_43,183,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,44,demo_44,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,45,demo_45,191,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,46,demo_46,181,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,47,demo_47,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,48,demo_48,189,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,49,demo_49,172,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,50,demo_50,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,51,demo_51,189,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,52,demo_52,188,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,53,demo_53,186,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,54,demo_54,177,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,55,demo_55,191,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,56,demo_56,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,57,demo_57,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,58,demo_58,182,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,59,demo_59,197,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,60,demo_60,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,61,demo_61,183,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,62,demo_62,181,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,63,demo_63,175,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,64,demo_64,191,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,65,demo_65,182,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,66,demo_66,182,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,67,demo_67,177,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,68,demo_68,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,69,demo_69,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,70,demo_70,182,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,71,demo_71,189,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,72,demo_72,197,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,73,demo_73,189,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,74,demo_74,197,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,75,demo_75,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,77,demo_77,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,78,demo_78,187,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,79,demo_79,190,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,80,demo_80,177,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,81,demo_81,174,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,82,demo_82,178,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,83,demo_83,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,84,demo_84,190,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,85,demo_85,195,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,86,demo_86,187,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,87,demo_87,191,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,88,demo_88,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,89,demo_89,190,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,90,demo_90,197,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,91,demo_91,188,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,92,demo_92,190,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,93,demo_93,197,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,94,demo_94,182,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,95,demo_95,178,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,97,demo_97,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,98,demo_98,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,99,demo_99,193,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,100,demo_100,177,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,101,demo_101,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,102,demo_102,189,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,103,demo_103,198,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,104,demo_104,183,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,105,demo_105,182,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,106,demo_106,186,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,107,demo_107,177,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,109,demo_109,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,110,demo_110,184,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,111,demo_111,190,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,112,demo_112,188,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,113,demo_113,186,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,114,demo_114,187,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,115,demo_115,200,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,116,demo_116,194,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
4,bowl_on_plate,117,demo_117,177,saved_final_success_or_saved_final_action_success,bowl_on_plate_4.pkl
