training_seed,scenario_id,task,layout,simulator_seed,initial_state_key,condition,occlusion_duration_steps,control_hz,split,state_path,saved_state_sha256,restored_state_sha256,state_file_sha256
0,v1r_clean_confirm_l1_20,bowl_on_plate,1,3125739395,v1r_clean_confirm_l1_20_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_20.npz,7034164f1e714430cabf33b99b29556411e33a40865519cdd6e09cde6a6e06a7,7034164f1e714430cabf33b99b29556411e33a40865519cdd6e09cde6a6e06a7,7e2ca9673de05f3249a41f66a92272ba048d4e47fd406820534343d0976c78ab
1,v1r_clean_confirm_l1_20,bowl_on_plate,1,3125739395,v1r_clean_confirm_l1_20_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_20.npz,7034164f1e714430cabf33b99b29556411e33a40865519cdd6e09cde6a6e06a7,7034164f1e714430cabf33b99b29556411e33a40865519cdd6e09cde6a6e06a7,7e2ca9673de05f3249a41f66a92272ba048d4e47fd406820534343d0976c78ab
2,v1r_clean_confirm_l1_20,bowl_on_plate,1,3125739395,v1r_clean_confirm_l1_20_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_20.npz,7034164f1e714430cabf33b99b29556411e33a40865519cdd6e09cde6a6e06a7,7034164f1e714430cabf33b99b29556411e33a40865519cdd6e09cde6a6e06a7,7e2ca9673de05f3249a41f66a92272ba048d4e47fd406820534343d0976c78ab
0,v1r_clean_confirm_l1_21,bowl_on_plate,1,3960921828,v1r_clean_confirm_l1_21_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_21.npz,657997f22fef2711036932cf74f3d4173be11b8e6e8028f69330e94d0e37999c,41bd85b900380fa4ee69a9c89018bb484fad2981865546cba84a6219007bfa98,4b26509d3c254cb9f94f83d2b875262da9aa28963899f36769d539a3d6dd21f7
1,v1r_clean_confirm_l1_21,bowl_on_plate,1,3960921828,v1r_clean_confirm_l1_21_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_21.npz,657997f22fef2711036932cf74f3d4173be11b8e6e8028f69330e94d0e37999c,41bd85b900380fa4ee69a9c89018bb484fad2981865546cba84a6219007bfa98,4b26509d3c254cb9f94f83d2b875262da9aa28963899f36769d539a3d6dd21f7
2,v1r_clean_confirm_l1_21,bowl_on_plate,1,3960921828,v1r_clean_confirm_l1_21_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_21.npz,657997f22fef2711036932cf74f3d4173be11b8e6e8028f69330e94d0e37999c,41bd85b900380fa4ee69a9c89018bb484fad2981865546cba84a6219007bfa98,4b26509d3c254cb9f94f83d2b875262da9aa28963899f36769d539a3d6dd21f7
0,v1r_clean_confirm_l1_22,bowl_on_plate,1,1086387400,v1r_clean_confirm_l1_22_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_22.npz,5e1fbc4cc256252f4d054aea8dde22d573ffcb3a6b9caad9034d4c4d996dc0dc,5e1fbc4cc256252f4d054aea8dde22d573ffcb3a6b9caad9034d4c4d996dc0dc,a8dd88d13bc609527efc3fe5088efdda3e5e7da0588d86dfb6f7fe64be6f0f68
1,v1r_clean_confirm_l1_22,bowl_on_plate,1,1086387400,v1r_clean_confirm_l1_22_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_22.npz,5e1fbc4cc256252f4d054aea8dde22d573ffcb3a6b9caad9034d4c4d996dc0dc,5e1fbc4cc256252f4d054aea8dde22d573ffcb3a6b9caad9034d4c4d996dc0dc,a8dd88d13bc609527efc3fe5088efdda3e5e7da0588d86dfb6f7fe64be6f0f68
2,v1r_clean_confirm_l1_22,bowl_on_plate,1,1086387400,v1r_clean_confirm_l1_22_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_22.npz,5e1fbc4cc256252f4d054aea8dde22d573ffcb3a6b9caad9034d4c4d996dc0dc,5e1fbc4cc256252f4d054aea8dde22d573ffcb3a6b9caad9034d4c4d996dc0dc,a8dd88d13bc609527efc3fe5088efdda3e5e7da0588d86dfb6f7fe64be6f0f68
0,v1r_clean_confirm_l1_23,bowl_on_plate,1,1392285852,v1r_clean_confirm_l1_23_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_23.npz,ab8b1adacc9c3051d613cfed9b5b24377784d69b928583fbd72f033b1c005213,e46b85658de2fca4eee99ea34260c23fb783a3d06533857822699be60f327c2e,b39a1ffacdfd1563b930ce55d6e2ebaa117a6632d9c2080187954accea2f6ec4
1,v1r_clean_confirm_l1_23,bowl_on_plate,1,1392285852,v1r_clean_confirm_l1_23_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_23.npz,ab8b1adacc9c3051d613cfed9b5b24377784d69b928583fbd72f033b1c005213,e46b85658de2fca4eee99ea34260c23fb783a3d06533857822699be60f327c2e,b39a1ffacdfd1563b930ce55d6e2ebaa117a6632d9c2080187954accea2f6ec4
2,v1r_clean_confirm_l1_23,bowl_on_plate,1,1392285852,v1r_clean_confirm_l1_23_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_23.npz,ab8b1adacc9c3051d613cfed9b5b24377784d69b928583fbd72f033b1c005213,e46b85658de2fca4eee99ea34260c23fb783a3d06533857822699be60f327c2e,b39a1ffacdfd1563b930ce55d6e2ebaa117a6632d9c2080187954accea2f6ec4
0,v1r_clean_confirm_l1_24,bowl_on_plate,1,1044650185,v1r_clean_confirm_l1_24_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_24.npz,b1a3976a7075348bc18ee33070569c1bff4af3469ead6f7cd4600f9d786b804c,b1a3976a7075348bc18ee33070569c1bff4af3469ead6f7cd4600f9d786b804c,e086361952001aa9e8e4b9b3dda7a52b8d1bb7c816e36d9c83bf89e8076eac48
1,v1r_clean_confirm_l1_24,bowl_on_plate,1,1044650185,v1r_clean_confirm_l1_24_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_24.npz,b1a3976a7075348bc18ee33070569c1bff4af3469ead6f7cd4600f9d786b804c,b1a3976a7075348bc18ee33070569c1bff4af3469ead6f7cd4600f9d786b804c,e086361952001aa9e8e4b9b3dda7a52b8d1bb7c816e36d9c83bf89e8076eac48
2,v1r_clean_confirm_l1_24,bowl_on_plate,1,1044650185,v1r_clean_confirm_l1_24_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l1_24.npz,b1a3976a7075348bc18ee33070569c1bff4af3469ead6f7cd4600f9d786b804c,b1a3976a7075348bc18ee33070569c1bff4af3469ead6f7cd4600f9d786b804c,e086361952001aa9e8e4b9b3dda7a52b8d1bb7c816e36d9c83bf89e8076eac48
0,v1r_clean_confirm_l2_00,bowl_on_plate,2,131390969,v1r_clean_confirm_l2_00_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_00.npz,53cd663756c41b7ee11af8d61baf4bc2679e9f1d1a33bb46be5cb0fa05408d63,53cd663756c41b7ee11af8d61baf4bc2679e9f1d1a33bb46be5cb0fa05408d63,0af1de30347b82dc702a7244e217229d91aeb95f417ff2e20f927b9a272c8f7e
1,v1r_clean_confirm_l2_00,bowl_on_plate,2,131390969,v1r_clean_confirm_l2_00_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_00.npz,53cd663756c41b7ee11af8d61baf4bc2679e9f1d1a33bb46be5cb0fa05408d63,53cd663756c41b7ee11af8d61baf4bc2679e9f1d1a33bb46be5cb0fa05408d63,0af1de30347b82dc702a7244e217229d91aeb95f417ff2e20f927b9a272c8f7e
2,v1r_clean_confirm_l2_00,bowl_on_plate,2,131390969,v1r_clean_confirm_l2_00_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_00.npz,53cd663756c41b7ee11af8d61baf4bc2679e9f1d1a33bb46be5cb0fa05408d63,53cd663756c41b7ee11af8d61baf4bc2679e9f1d1a33bb46be5cb0fa05408d63,0af1de30347b82dc702a7244e217229d91aeb95f417ff2e20f927b9a272c8f7e
0,v1r_clean_confirm_l2_01,bowl_on_plate,2,2693021321,v1r_clean_confirm_l2_01_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_01.npz,c26af587cef336b6023275c4bf886d16e2bc2bd1dd801e6c57323af0a31f1d04,c26af587cef336b6023275c4bf886d16e2bc2bd1dd801e6c57323af0a31f1d04,29af44d968dbe421a6f558d4d34cc0c1166d336d639017ebf1d78a8c6cd914e3
1,v1r_clean_confirm_l2_01,bowl_on_plate,2,2693021321,v1r_clean_confirm_l2_01_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_01.npz,c26af587cef336b6023275c4bf886d16e2bc2bd1dd801e6c57323af0a31f1d04,c26af587cef336b6023275c4bf886d16e2bc2bd1dd801e6c57323af0a31f1d04,29af44d968dbe421a6f558d4d34cc0c1166d336d639017ebf1d78a8c6cd914e3
2,v1r_clean_confirm_l2_01,bowl_on_plate,2,2693021321,v1r_clean_confirm_l2_01_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_01.npz,c26af587cef336b6023275c4bf886d16e2bc2bd1dd801e6c57323af0a31f1d04,c26af587cef336b6023275c4bf886d16e2bc2bd1dd801e6c57323af0a31f1d04,29af44d968dbe421a6f558d4d34cc0c1166d336d639017ebf1d78a8c6cd914e3
0,v1r_clean_confirm_l2_02,bowl_on_plate,2,536427785,v1r_clean_confirm_l2_02_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_02.npz,1be7da9f1d96f7c05e1f7e8ec0c74b4e362c5573dfc5234bf717c2f5914fdf37,1be7da9f1d96f7c05e1f7e8ec0c74b4e362c5573dfc5234bf717c2f5914fdf37,f3aff1f3c288b4e55b71541e2238774eb2d115e07f40a810a056c957c9c3c1e0
1,v1r_clean_confirm_l2_02,bowl_on_plate,2,536427785,v1r_clean_confirm_l2_02_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_02.npz,1be7da9f1d96f7c05e1f7e8ec0c74b4e362c5573dfc5234bf717c2f5914fdf37,1be7da9f1d96f7c05e1f7e8ec0c74b4e362c5573dfc5234bf717c2f5914fdf37,f3aff1f3c288b4e55b71541e2238774eb2d115e07f40a810a056c957c9c3c1e0
2,v1r_clean_confirm_l2_02,bowl_on_plate,2,536427785,v1r_clean_confirm_l2_02_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_02.npz,1be7da9f1d96f7c05e1f7e8ec0c74b4e362c5573dfc5234bf717c2f5914fdf37,1be7da9f1d96f7c05e1f7e8ec0c74b4e362c5573dfc5234bf717c2f5914fdf37,f3aff1f3c288b4e55b71541e2238774eb2d115e07f40a810a056c957c9c3c1e0
0,v1r_clean_confirm_l2_03,bowl_on_plate,2,3199011600,v1r_clean_confirm_l2_03_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_03.npz,b2f2272fba93767bbf0ead3ca190655325651ede9ac4dcfce3933f139dfe589e,8ee79940f46c04c7c0dc7bede6fba166c4cd307e73dcbe3bdbfed49fe6d16583,85b4aad3611daa21877682c27d92ca320c1464139c2f528571d2cd13ca481e29
1,v1r_clean_confirm_l2_03,bowl_on_plate,2,3199011600,v1r_clean_confirm_l2_03_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_03.npz,b2f2272fba93767bbf0ead3ca190655325651ede9ac4dcfce3933f139dfe589e,8ee79940f46c04c7c0dc7bede6fba166c4cd307e73dcbe3bdbfed49fe6d16583,85b4aad3611daa21877682c27d92ca320c1464139c2f528571d2cd13ca481e29
2,v1r_clean_confirm_l2_03,bowl_on_plate,2,3199011600,v1r_clean_confirm_l2_03_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_03.npz,b2f2272fba93767bbf0ead3ca190655325651ede9ac4dcfce3933f139dfe589e,8ee79940f46c04c7c0dc7bede6fba166c4cd307e73dcbe3bdbfed49fe6d16583,85b4aad3611daa21877682c27d92ca320c1464139c2f528571d2cd13ca481e29
0,v1r_clean_confirm_l2_04,bowl_on_plate,2,148312415,v1r_clean_confirm_l2_04_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_04.npz,cb0e0a8813b97c7d5f0d030407b017431793298e9fa14cbea2d65873dfb77a9b,cb0e0a8813b97c7d5f0d030407b017431793298e9fa14cbea2d65873dfb77a9b,21132f30c802ad5b7f9e9427b1dc5c171fc8525d3b635240e8ef75b44d6f1c60
1,v1r_clean_confirm_l2_04,bowl_on_plate,2,148312415,v1r_clean_confirm_l2_04_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_04.npz,cb0e0a8813b97c7d5f0d030407b017431793298e9fa14cbea2d65873dfb77a9b,cb0e0a8813b97c7d5f0d030407b017431793298e9fa14cbea2d65873dfb77a9b,21132f30c802ad5b7f9e9427b1dc5c171fc8525d3b635240e8ef75b44d6f1c60
2,v1r_clean_confirm_l2_04,bowl_on_plate,2,148312415,v1r_clean_confirm_l2_04_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_04.npz,cb0e0a8813b97c7d5f0d030407b017431793298e9fa14cbea2d65873dfb77a9b,cb0e0a8813b97c7d5f0d030407b017431793298e9fa14cbea2d65873dfb77a9b,21132f30c802ad5b7f9e9427b1dc5c171fc8525d3b635240e8ef75b44d6f1c60
0,v1r_clean_confirm_l2_05,bowl_on_plate,2,3572202681,v1r_clean_confirm_l2_05_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_05.npz,b9b44f959fb916ea26623d208498f2f9da746eae2d4345bc01b2656505db1eac,b9b44f959fb916ea26623d208498f2f9da746eae2d4345bc01b2656505db1eac,90947bf51f1bcbae9f50e54dd8ee69697d24ccbc48cb2f8d72fbf77bc61dfb1e
1,v1r_clean_confirm_l2_05,bowl_on_plate,2,3572202681,v1r_clean_confirm_l2_05_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_05.npz,b9b44f959fb916ea26623d208498f2f9da746eae2d4345bc01b2656505db1eac,b9b44f959fb916ea26623d208498f2f9da746eae2d4345bc01b2656505db1eac,90947bf51f1bcbae9f50e54dd8ee69697d24ccbc48cb2f8d72fbf77bc61dfb1e
2,v1r_clean_confirm_l2_05,bowl_on_plate,2,3572202681,v1r_clean_confirm_l2_05_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_05.npz,b9b44f959fb916ea26623d208498f2f9da746eae2d4345bc01b2656505db1eac,b9b44f959fb916ea26623d208498f2f9da746eae2d4345bc01b2656505db1eac,90947bf51f1bcbae9f50e54dd8ee69697d24ccbc48cb2f8d72fbf77bc61dfb1e
0,v1r_clean_confirm_l2_06,bowl_on_plate,2,1943851947,v1r_clean_confirm_l2_06_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_06.npz,825677131595423bb967c0282aa94f14b80a88f317989de20329cccf72ba7e88,825677131595423bb967c0282aa94f14b80a88f317989de20329cccf72ba7e88,a4b1db306a599544d5b58d0d666defd73d2507fc4bbfdee5d0695db032f4eda7
1,v1r_clean_confirm_l2_06,bowl_on_plate,2,1943851947,v1r_clean_confirm_l2_06_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_06.npz,825677131595423bb967c0282aa94f14b80a88f317989de20329cccf72ba7e88,825677131595423bb967c0282aa94f14b80a88f317989de20329cccf72ba7e88,a4b1db306a599544d5b58d0d666defd73d2507fc4bbfdee5d0695db032f4eda7
2,v1r_clean_confirm_l2_06,bowl_on_plate,2,1943851947,v1r_clean_confirm_l2_06_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_06.npz,825677131595423bb967c0282aa94f14b80a88f317989de20329cccf72ba7e88,825677131595423bb967c0282aa94f14b80a88f317989de20329cccf72ba7e88,a4b1db306a599544d5b58d0d666defd73d2507fc4bbfdee5d0695db032f4eda7
0,v1r_clean_confirm_l2_07,bowl_on_plate,2,1273277922,v1r_clean_confirm_l2_07_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_07.npz,b502d1024d94109e8820a86f3b7ac30fccc207e1765e693e4ab2298c646d3ebc,b502d1024d94109e8820a86f3b7ac30fccc207e1765e693e4ab2298c646d3ebc,c71fc0823d56dd605b87db92419b141e82a268c46d9707511fea12076e4fb0fa
1,v1r_clean_confirm_l2_07,bowl_on_plate,2,1273277922,v1r_clean_confirm_l2_07_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_07.npz,b502d1024d94109e8820a86f3b7ac30fccc207e1765e693e4ab2298c646d3ebc,b502d1024d94109e8820a86f3b7ac30fccc207e1765e693e4ab2298c646d3ebc,c71fc0823d56dd605b87db92419b141e82a268c46d9707511fea12076e4fb0fa
2,v1r_clean_confirm_l2_07,bowl_on_plate,2,1273277922,v1r_clean_confirm_l2_07_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_07.npz,b502d1024d94109e8820a86f3b7ac30fccc207e1765e693e4ab2298c646d3ebc,b502d1024d94109e8820a86f3b7ac30fccc207e1765e693e4ab2298c646d3ebc,c71fc0823d56dd605b87db92419b141e82a268c46d9707511fea12076e4fb0fa
0,v1r_clean_confirm_l2_08,bowl_on_plate,2,1488560648,v1r_clean_confirm_l2_08_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_08.npz,8155dda56a5eef5c3bfa9f1c6bbd27d0d8f562f9bf190ddbb904775ccd4dd665,8155dda56a5eef5c3bfa9f1c6bbd27d0d8f562f9bf190ddbb904775ccd4dd665,52e080f2fff6c9b5c43aec3281e03056cb8d98f8c94439656b38e169205e5b7a
1,v1r_clean_confirm_l2_08,bowl_on_plate,2,1488560648,v1r_clean_confirm_l2_08_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_08.npz,8155dda56a5eef5c3bfa9f1c6bbd27d0d8f562f9bf190ddbb904775ccd4dd665,8155dda56a5eef5c3bfa9f1c6bbd27d0d8f562f9bf190ddbb904775ccd4dd665,52e080f2fff6c9b5c43aec3281e03056cb8d98f8c94439656b38e169205e5b7a
2,v1r_clean_confirm_l2_08,bowl_on_plate,2,1488560648,v1r_clean_confirm_l2_08_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_08.npz,8155dda56a5eef5c3bfa9f1c6bbd27d0d8f562f9bf190ddbb904775ccd4dd665,8155dda56a5eef5c3bfa9f1c6bbd27d0d8f562f9bf190ddbb904775ccd4dd665,52e080f2fff6c9b5c43aec3281e03056cb8d98f8c94439656b38e169205e5b7a
0,v1r_clean_confirm_l2_09,bowl_on_plate,2,2945317447,v1r_clean_confirm_l2_09_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_09.npz,54463e8eef908041f4d4fde16dec67df6068695382c1a4e4d1cc71db2a16073f,54463e8eef908041f4d4fde16dec67df6068695382c1a4e4d1cc71db2a16073f,05819c20db1a93a2658193d54b521b64970e90ac896f0d7cfe162a4509d90075
1,v1r_clean_confirm_l2_09,bowl_on_plate,2,2945317447,v1r_clean_confirm_l2_09_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_09.npz,54463e8eef908041f4d4fde16dec67df6068695382c1a4e4d1cc71db2a16073f,54463e8eef908041f4d4fde16dec67df6068695382c1a4e4d1cc71db2a16073f,05819c20db1a93a2658193d54b521b64970e90ac896f0d7cfe162a4509d90075
2,v1r_clean_confirm_l2_09,bowl_on_plate,2,2945317447,v1r_clean_confirm_l2_09_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_09.npz,54463e8eef908041f4d4fde16dec67df6068695382c1a4e4d1cc71db2a16073f,54463e8eef908041f4d4fde16dec67df6068695382c1a4e4d1cc71db2a16073f,05819c20db1a93a2658193d54b521b64970e90ac896f0d7cfe162a4509d90075
0,v1r_clean_confirm_l2_10,bowl_on_plate,2,2900728773,v1r_clean_confirm_l2_10_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_10.npz,4b4a5f63cca94ea5ed11d0f120497a056e9b2fea8f5b327057d121ba9c4a9253,4b4a5f63cca94ea5ed11d0f120497a056e9b2fea8f5b327057d121ba9c4a9253,d856a276f228ba3f3ea40de256151fd8d66cda2931e1a84d42370297b1bbd8e3
1,v1r_clean_confirm_l2_10,bowl_on_plate,2,2900728773,v1r_clean_confirm_l2_10_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_10.npz,4b4a5f63cca94ea5ed11d0f120497a056e9b2fea8f5b327057d121ba9c4a9253,4b4a5f63cca94ea5ed11d0f120497a056e9b2fea8f5b327057d121ba9c4a9253,d856a276f228ba3f3ea40de256151fd8d66cda2931e1a84d42370297b1bbd8e3
2,v1r_clean_confirm_l2_10,bowl_on_plate,2,2900728773,v1r_clean_confirm_l2_10_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_10.npz,4b4a5f63cca94ea5ed11d0f120497a056e9b2fea8f5b327057d121ba9c4a9253,4b4a5f63cca94ea5ed11d0f120497a056e9b2fea8f5b327057d121ba9c4a9253,d856a276f228ba3f3ea40de256151fd8d66cda2931e1a84d42370297b1bbd8e3
0,v1r_clean_confirm_l2_11,bowl_on_plate,2,1200811485,v1r_clean_confirm_l2_11_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_11.npz,a9880108e739138b3813d8f8773a081a386ff4db80815cfdadd5e1406a4a9729,a9880108e739138b3813d8f8773a081a386ff4db80815cfdadd5e1406a4a9729,b572e5ec8a3f6fd66d26e68059a7d0923fa7e399581be2212c31310e3e69648c
1,v1r_clean_confirm_l2_11,bowl_on_plate,2,1200811485,v1r_clean_confirm_l2_11_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_11.npz,a9880108e739138b3813d8f8773a081a386ff4db80815cfdadd5e1406a4a9729,a9880108e739138b3813d8f8773a081a386ff4db80815cfdadd5e1406a4a9729,b572e5ec8a3f6fd66d26e68059a7d0923fa7e399581be2212c31310e3e69648c
2,v1r_clean_confirm_l2_11,bowl_on_plate,2,1200811485,v1r_clean_confirm_l2_11_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_11.npz,a9880108e739138b3813d8f8773a081a386ff4db80815cfdadd5e1406a4a9729,a9880108e739138b3813d8f8773a081a386ff4db80815cfdadd5e1406a4a9729,b572e5ec8a3f6fd66d26e68059a7d0923fa7e399581be2212c31310e3e69648c
0,v1r_clean_confirm_l2_12,bowl_on_plate,2,960167137,v1r_clean_confirm_l2_12_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_12.npz,f2441a61e729ffe8bd76dd7d3572020127638865da1f1f5c367948280bbcc73f,f2441a61e729ffe8bd76dd7d3572020127638865da1f1f5c367948280bbcc73f,74ae00a7cf58e98278cde3903d2d66901f5e25bcd1a93a481c16ff805bb8f245
1,v1r_clean_confirm_l2_12,bowl_on_plate,2,960167137,v1r_clean_confirm_l2_12_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_12.npz,f2441a61e729ffe8bd76dd7d3572020127638865da1f1f5c367948280bbcc73f,f2441a61e729ffe8bd76dd7d3572020127638865da1f1f5c367948280bbcc73f,74ae00a7cf58e98278cde3903d2d66901f5e25bcd1a93a481c16ff805bb8f245
2,v1r_clean_confirm_l2_12,bowl_on_plate,2,960167137,v1r_clean_confirm_l2_12_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_12.npz,f2441a61e729ffe8bd76dd7d3572020127638865da1f1f5c367948280bbcc73f,f2441a61e729ffe8bd76dd7d3572020127638865da1f1f5c367948280bbcc73f,74ae00a7cf58e98278cde3903d2d66901f5e25bcd1a93a481c16ff805bb8f245
0,v1r_clean_confirm_l2_13,bowl_on_plate,2,305216560,v1r_clean_confirm_l2_13_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_13.npz,11aa5333ea7b23aaf9cfc01ffcf6cb65def066c0508f63d0396c7b978e616560,11aa5333ea7b23aaf9cfc01ffcf6cb65def066c0508f63d0396c7b978e616560,303626fdabea3ee72f78d65790e95f9fc2fe377a65fe6ea97debf3a89345cc81
1,v1r_clean_confirm_l2_13,bowl_on_plate,2,305216560,v1r_clean_confirm_l2_13_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_13.npz,11aa5333ea7b23aaf9cfc01ffcf6cb65def066c0508f63d0396c7b978e616560,11aa5333ea7b23aaf9cfc01ffcf6cb65def066c0508f63d0396c7b978e616560,303626fdabea3ee72f78d65790e95f9fc2fe377a65fe6ea97debf3a89345cc81
2,v1r_clean_confirm_l2_13,bowl_on_plate,2,305216560,v1r_clean_confirm_l2_13_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_13.npz,11aa5333ea7b23aaf9cfc01ffcf6cb65def066c0508f63d0396c7b978e616560,11aa5333ea7b23aaf9cfc01ffcf6cb65def066c0508f63d0396c7b978e616560,303626fdabea3ee72f78d65790e95f9fc2fe377a65fe6ea97debf3a89345cc81
0,v1r_clean_confirm_l2_14,bowl_on_plate,2,2318564553,v1r_clean_confirm_l2_14_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_14.npz,1467ec28c0f375c91a1cf3f1542cb82080e6bb10aadbaa9e1b3d1c2fb9a4c918,7de7e89afbfc9b58caaf38695c6d96db42ea4555b5208d49c8eeceaf390d167d,dd5a33764d5addfd72169b7d046fb243f145a95701b3a684ad11f120b3853b01
1,v1r_clean_confirm_l2_14,bowl_on_plate,2,2318564553,v1r_clean_confirm_l2_14_state,E00_CLEAN,0,20,confirm,outputs/v1r/clean_state_store/v1r_clean_confirm_l2_14.npz,1467ec28c0f375c91a1cf3f1542cb82080e6bb10aadbaa9e1b3d1c2fb9a4c918,7de7e89afbfc9b58caaf38695c6d96db42ea4555b5208d49c8eeceaf390d167d,dd5a33764d5addfd72169b7d046fb243f145a95701b3a684ad11f120b3853b01
